PERIOD_START_TIME;MRBTS name;MRBTS ID;LNBTS type;LNBTS name;LNBTS ID;LNCEL name;LNCEL ID;end user throughput for DL[kbps]: QCI-1_DL;end user throughput for DL[kbps]: QCI-5_DL;end user throughput for DL[kbps]: QCI-9_DL;end user throughput for UL[kbps]: QCI-1_UL;end user throughput for UL[kbps]: QCI-5_UL;end user throughput for UL[kbps]: QCI-9_UL;Latency: Ave_Latency_DL;Latency: Ave_Latency_UL
04.15.2020 11:15:00;L2G-SIRASAWAWADA (id: 319810);319810;MacroBTS;L2G-SIRASAWAWADA (id: 319810);319810;HV-04982_00001 (id: 91);91;305.30;4392.25;21300.93;82.75;643.48;928.30;101.00;0.00
04.15.2020 11:30:00;L2G-SIRASAWAWADA (id: 319810);319810;MacroBTS;L2G-SIRASAWAWADA (id: 319810);319810;HV-04982_00001 (id: 91);91;;4710.79;9875.32;;619.26;963.47;26.00;0.00
04.15.2020 11:30:00;L2G-SIRASAWAWADA (id: 319810);319810;MacroBTS;L2G-SIRASAWAWADA (id: 319810);319810;HI-04982_00001 (id: 1);1;;6186.67;11919.99;;171.29;1294.72;7.00;0.00
04.15.2020 11:45:00;L2G-SIRASAWAWADA (id: 319810);319810;MacroBTS;L2G-SIRASAWAWADA (id: 319810);319810;HV-04982_00001 (id: 91);91;536.00;1078.67;11727.31;126.89;550.38;1347.14;12.00;0.00
04.15.2020 11:45:00;L2G-SIRASAWAWADA (id: 319810);319810;MacroBTS;L2G-SIRASAWAWADA (id: 319810);319810;HI-04982_00001 (id: 1);1;;;9713.45;29.05;;5709.54;6.00;0.00
04.15.2020 08:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;734.67;11765.33;31172.23;87.33;1207.80;885.74;36.00;0.00
04.15.2020 08:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;382.74;2678.63;14080.17;167.64;472.12;763.22;27.00;0.00
04.15.2020 08:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;300.00;8139.64;4094.69;198.73;102.62;442.87;36.00;0.00
04.15.2020 08:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;;7280.00;26011.37;35.44;23.90;873.11;16.00;0.00
04.15.2020 08:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;;8216.00;11237.58;;1432.69;1124.55;15.00;0.00
04.15.2020 08:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;256.00;2897.20;17095.42;131.21;311.01;1084.77;35.00;0.00
04.15.2020 08:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;;4336.00;9692.60;;1792.57;1127.86;13.00;0.00
04.15.2020 08:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;;2430.53;30548.03;;17.10;474.62;61.00;0.00
04.15.2020 08:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;858.67;1399.27;15149.01;151.98;62.74;913.11;28.00;0.00
04.15.2020 08:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;204.68;1707.54;12839.20;61.99;18.24;285.26;55.00;0.00
04.15.2020 08:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;164.60;22850.67;11227.28;25.25;603.95;1134.98;40.00;0.00
04.15.2020 08:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;110.92;15742.00;29611.72;105.94;386.48;848.76;30.00;0.00
04.15.2020 09:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;541.82;427.45;15357.03;145.28;10.99;231.54;25.00;0.00
04.15.2020 09:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;780.80;9432.00;5814.05;65.30;332.22;188.84;16.00;0.00
04.15.2020 09:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;382.00;2814.11;13143.27;155.83;1806.79;1330.93;19.00;0.00
04.15.2020 09:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;395.38;380.75;15120.14;81.61;245.59;73.32;30.00;0.00
04.15.2020 09:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;;3114.91;12330.79;;1558.78;1796.84;23.00;0.00
04.15.2020 09:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;346.00;21264.00;15406.64;99.14;1460.98;1117.12;13.00;0.00
04.15.2020 09:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;253.04;2972.95;16365.28;85.00;991.06;1707.55;17.00;0.00
04.15.2020 09:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;970.35;4928.53;10229.57;150.49;1036.45;182.13;29.00;0.00
04.15.2020 09:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;1212.00;4266.67;16449.96;104.56;1024.08;731.39;11.00;0.00
04.15.2020 09:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;323.69;1956.86;17376.01;112.70;1003.45;822.74;31.00;0.00
04.15.2020 09:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;900.00;2167.40;23875.53;97.90;677.70;988.63;26.00;0.00
04.15.2020 09:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;325.39;2360.67;6834.65;142.45;23.81;392.45;46.00;0.00
04.15.2020 10:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;188.00;5419.89;17435.83;194.78;894.78;3128.36;23.00;0.00
04.15.2020 10:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;790.86;20084.00;11149.78;80.85;897.14;689.33;34.00;0.00
04.15.2020 10:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;175.79;1945.83;17215.30;93.97;47.45;571.39;40.00;0.00
04.15.2020 10:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;217.96;5306.22;17307.70;62.44;395.74;885.87;28.00;0.00
04.15.2020 10:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;359.56;3129.07;18270.09;74.30;1403.29;1206.42;75.00;0.00
04.15.2020 10:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;513.23;2694.74;35237.20;63.42;736.39;758.08;27.00;0.00
04.15.2020 10:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;;2842.18;19232.53;106.74;899.23;5296.65;28.00;0.00
04.15.2020 10:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;103.92;9956.00;12113.90;91.23;1071.88;2625.95;33.00;0.00
04.15.2020 10:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;263.64;1043.33;12003.61;130.86;1102.93;957.25;26.00;0.00
04.15.2020 10:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;342.77;4443.76;19540.09;51.14;546.14;1107.88;29.00;0.00
04.15.2020 10:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;150.86;1411.23;16198.41;63.76;48.46;1579.00;25.00;0.00
04.15.2020 10:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;302.29;12112.00;14773.54;84.25;608.08;1182.01;31.00;0.00
04.15.2020 11:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;912.00;8224.00;21371.74;101.10;977.00;1014.25;22.00;0.00
04.15.2020 11:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;113.20;5235.35;16597.20;224.50;1694.11;1166.94;30.00;0.00
04.15.2020 11:00:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;346.82;1241.04;14333.35;114.93;7.07;550.77;37.00;0.00
04.15.2020 11:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;616.89;4140.00;10414.80;74.89;1275.43;1409.52;55.00;0.00
04.15.2020 11:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;267.14;1879.75;16988.35;136.36;35.63;3885.71;28.00;0.00
04.15.2020 11:15:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;159.72;13565.33;19319.95;66.50;1382.40;4451.99;12.00;0.00
04.15.2020 11:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;342.67;2404.57;8927.44;257.39;1220.12;983.68;75.00;0.00
04.15.2020 11:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;15.23;;18877.95;117.10;1554.67;1018.55;27.00;0.00
04.15.2020 11:30:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;686.05;1396.00;20190.58;122.80;36.34;590.39;37.00;0.00
04.15.2020 11:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00003 (id: 93);93;314.36;2989.44;18826.92;115.88;92.99;1170.66;52.00;0.00
04.15.2020 11:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00002 (id: 92);92;324.27;3799.06;10851.09;70.75;930.32;1135.12;63.00;0.00
04.15.2020 11:45:00;L9M-SIRAKAWAKAYANE (id: 320311);320311;MacroBTS;L9M-SIRAKAWAKAYANE (id: 320311);320311;HV-04612_00001 (id: 91);91;240.86;6687.53;27534.04;76.63;638.00;865.58;20.00;0.00
04.15.2020 08:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;279.00;3308.36;18835.81;200.74;1071.87;1286.67;34.00;0.00
04.15.2020 08:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;1264.00;;9538.16;101.51;449.19;471.80;65.00;0.00
04.15.2020 08:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;;12083.26;;;565.41;30.00;0.00
04.15.2020 08:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;195.06;1300.00;9844.59;132.91;1288.00;921.56;41.00;0.00
04.15.2020 08:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;;10188.40;;;252.81;9.00;0.00
04.15.2020 08:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;500.00;864.00;11659.92;66.46;803.20;748.52;32.00;0.00
04.15.2020 08:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;524.00;7262.40;10751.44;86.27;953.47;1440.40;19.00;0.00
04.15.2020 08:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;3016.73;8342.79;;2094.00;622.60;12.00;0.00
04.15.2020 08:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;2817.78;7935.89;;1078.67;362.54;58.00;0.00
04.15.2020 08:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;264.73;16912.00;14775.85;169.41;1352.80;940.76;83.00;0.00
04.15.2020 08:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;591.38;1727.83;4927.92;93.22;720.42;553.92;24.00;0.00
04.15.2020 08:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;8752.00;2030.71;;568.18;804.77;4.00;0.00
04.15.2020 09:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;500.57;10640.89;16641.18;48.29;928.04;779.85;66.00;0.00
04.15.2020 09:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;;2064.41;;;274.58;7.00;0.00
04.15.2020 09:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;;9801.69;100.98;968.00;1334.86;16.00;0.00
04.15.2020 09:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;5708.00;8631.83;224.00;900.00;186.73;55.00;0.00
04.15.2020 09:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;368.00;5294.50;19044.74;72.88;621.04;994.89;46.00;0.00
04.15.2020 09:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;;3553.87;;;741.95;116.00;0.00
04.15.2020 09:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;266.00;11738.00;251.42;67.95;1617.14;734.99;16.00;0.00
04.15.2020 09:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;8632.00;5091.76;93.67;274.60;231.94;86.00;0.00
04.15.2020 09:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;119.88;7602.00;18420.33;80.38;1027.00;965.76;39.00;0.00
04.15.2020 09:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;;;15790.33;;;932.24;94.00;0.00
04.15.2020 09:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;4429.77;4529.87;140.64;808.19;94.05;84.00;0.00
04.15.2020 09:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;288.00;;7589.53;85.12;548.85;1012.85;11.00;0.00
04.15.2020 10:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;162.18;2768.00;14859.23;189.12;558.60;1654.72;76.00;0.00
04.15.2020 10:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;275.33;794.34;11993.90;94.85;17.29;543.42;59.00;0.00
04.15.2020 10:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;19376.00;3096.71;;1234.91;1681.42;13.00;0.00
04.15.2020 10:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;226.00;4374.40;10564.46;224.00;577.40;658.98;43.00;0.00
04.15.2020 10:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;158.96;5737.23;14449.33;114.74;1200.07;765.69;35.00;0.00
04.15.2020 10:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;13338.00;11746.47;;1186.50;821.71;21.00;0.00
04.15.2020 10:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;26.73;8742.40;6385.12;94.78;1349.11;675.21;46.00;0.00
04.15.2020 10:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;536.00;5026.77;11033.80;72.16;841.49;1042.80;12.00;0.00
04.15.2020 10:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;298.25;;14012.82;88.05;;553.45;34.00;0.00
04.15.2020 10:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;1880.00;3854.36;;1888.32;433.00;5.00;0.00
04.15.2020 10:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;512.00;5596.00;16134.32;99.75;1080.93;822.61;9.00;0.00
04.15.2020 10:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;693.29;9476.83;;36.48;285.39;89.00;0.00
04.15.2020 11:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;17108.00;15620.58;;1412.00;1112.91;97.00;0.00
04.15.2020 11:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;;;8477.59;;1888.00;957.48;13.00;0.00
04.15.2020 11:00:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;1304.94;8141.62;;7.72;592.42;13.00;0.00
04.15.2020 11:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;;6972.39;;;673.78;77.00;0.00
04.15.2020 11:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;;5661.57;14930.89;;651.44;715.87;21.00;0.00
04.15.2020 11:15:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;4418.91;4178.30;;778.77;521.47;11.00;0.00
04.15.2020 11:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;;3717.33;18261.90;;702.08;607.88;43.00;0.00
04.15.2020 11:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;18298.00;1026.00;;1678.74;709.60;6.00;0.00
04.15.2020 11:30:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;;;3526.00;;;519.86;6.00;0.00
04.15.2020 11:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00003 (id: 93);93;;1008.00;5624.00;;2312.53;640.25;11.00;0.00
04.15.2020 11:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00001 (id: 91);91;200.73;1944.24;4079.07;184.47;414.51;605.76;6.00;0.00
04.15.2020 11:45:00;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;MacroBTS;L9M-SUKAGAWAOOKANBARAHIGASI (id: 320048);320048;HV-31628_00002 (id: 92);92;;;18065.94;;;684.14;44.00;0.00

