PERIOD_START_TIME;MRBTS name;MRBTS ID;LNBTS name;LNBTS ID;LNCEL name;LNCEL ID;end user throughput for DL[kbps]: QCI-1_DL;end user throughput for DL[kbps]: QCI-5_DL;end user throughput for DL[kbps]: QCI-9_DL;end user throughput for UL[kbps]: QCI-1_UL;end user throughput for UL[kbps]: QCI-5_UL;end user throughput for UL[kbps]: QCI-9_UL;Latency: Ave_Latency_DL;Latency: Ave_Latency_UL
04.22.2020 11:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;273.76;2381.13;16872.16;79.89;454.62;1161.57;27.00;0.00
04.22.2020 11:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;569.07;3281.58;10382.41;78.73;333.49;2225.80;11.00;0.00
04.22.2020 11:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;500.00;4119.18;18358.28;62.17;123.31;1691.25;16.00;0.00
04.22.2020 11:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;252.67;2819.11;6476.58;65.96;156.59;1101.25;9.00;0.00
04.22.2020 11:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;247.90;2582.08;15373.80;138.66;430.24;3440.06;16.00;0.00
04.22.2020 11:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;346.22;3744.29;16456.29;79.40;589.33;1239.56;14.00;0.00
04.22.2020 11:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;262.03;5619.76;18843.56;72.41;365.49;4208.38;15.00;0.00
04.22.2020 11:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;302.74;4706.98;5928.94;114.35;657.23;1132.78;9.00;0.00
04.22.2020 11:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;406.82;3307.20;17066.79;59.58;606.56;802.46;14.00;0.00
04.22.2020 11:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;241.45;1151.21;17461.17;79.61;59.53;876.09;23.00;0.00
04.22.2020 11:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;279.50;2922.93;22492.33;63.78;359.65;1329.36;17.00;0.00
04.22.2020 11:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;220.27;3244.76;19029.54;52.65;234.41;1822.87;50.00;0.00
04.22.2020 12:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;275.68;3261.46;21188.34;71.17;213.21;1408.50;14.00;0.00
04.22.2020 12:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;201.67;3000.33;15015.44;79.06;458.88;1054.73;23.00;0.00
04.22.2020 12:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;395.68;4577.73;11953.26;100.80;543.42;1214.05;17.00;0.00
04.22.2020 12:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;403.69;8400.64;10021.16;86.44;537.69;2992.57;10.00;0.00
04.22.2020 12:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;218.80;2958.01;18045.15;20.25;271.62;1059.45;25.00;0.00
04.22.2020 12:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;270.37;4535.28;17065.25;95.78;663.46;3417.60;19.00;0.00
04.22.2020 12:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;94.11;2656.24;15002.95;100.36;111.13;1124.84;29.00;0.00
04.22.2020 12:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;462.32;4067.29;18245.99;65.91;707.20;2568.88;20.00;0.00
04.22.2020 12:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;336.00;3962.50;27247.42;77.73;389.74;1671.09;15.00;0.00
04.22.2020 12:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;261.65;4488.34;14957.35;40.16;725.44;1056.19;23.00;0.00
04.22.2020 12:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;463.27;1652.23;22561.36;76.39;430.21;1538.11;19.00;0.00
04.22.2020 12:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;149.37;4173.31;14531.87;107.26;449.75;1373.58;18.00;0.00
04.22.2020 12:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;314.85;2129.86;15571.80;83.41;441.08;991.51;42.00;0.00
04.22.2020 12:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;444.80;2775.61;15770.31;151.75;483.49;3319.56;18.00;0.00
04.22.2020 12:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;442.76;3753.09;24412.27;75.95;282.30;1812.51;13.00;0.00
04.22.2020 12:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;719.11;5285.25;29245.07;87.81;786.21;1370.11;14.00;0.00
04.22.2020 12:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;279.60;3404.90;13853.20;126.22;123.02;1039.55;25.00;0.00
04.22.2020 12:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;286.30;2552.81;14997.73;51.97;283.58;1266.73;31.00;0.00
04.22.2020 12:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;274.25;1424.33;21576.84;70.35;410.51;4429.79;29.00;0.00
04.22.2020 12:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;288.39;10039.11;15631.27;83.89;467.95;1452.51;23.00;0.00
04.22.2020 12:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;171.47;6500.63;24857.21;68.43;613.25;2104.95;18.00;0.00
04.22.2020 12:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;243.53;4343.74;14786.63;109.55;516.79;1164.21;23.00;0.00
04.22.2020 12:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;331.75;2453.48;15612.57;109.23;139.08;2153.84;18.00;0.00
04.22.2020 12:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;250.02;3015.44;13343.14;29.17;263.41;829.90;29.00;0.00
04.22.2020 13:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;381.59;2052.14;13272.71;86.09;558.97;680.03;20.00;0.00
04.22.2020 13:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;262.82;3347.26;15089.33;89.24;436.12;957.71;26.00;0.00
04.22.2020 13:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;238.43;3671.40;20008.37;89.77;704.41;1066.41;27.00;0.00
04.22.2020 13:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;359.84;4483.90;23932.05;65.81;606.42;1430.96;25.00;0.00
04.22.2020 13:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;249.15;3892.74;19976.78;79.99;84.17;2278.03;19.00;0.00
04.22.2020 13:00:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;253.96;3104.72;15784.65;86.04;632.71;1064.87;16.00;0.00
04.22.2020 13:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;221.76;3724.53;22255.66;71.57;748.72;4616.73;13.00;0.00
04.22.2020 13:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;77.42;3571.93;15481.83;67.25;433.86;793.18;35.00;0.00
04.22.2020 13:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;200.46;4448.89;14784.41;78.67;343.97;837.43;17.00;0.00
04.22.2020 13:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;73.04;3415.34;46178.64;79.68;520.38;1467.87;27.00;0.00
04.22.2020 13:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;250.47;5882.51;16133.16;138.64;779.01;2522.44;11.00;0.00
04.22.2020 13:15:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;199.73;4307.96;18931.66;90.05;663.33;900.35;23.00;0.00
04.22.2020 13:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;141.67;2588.35;17903.86;65.19;447.49;960.85;52.00;0.00
04.22.2020 13:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;291.62;3470.08;20128.84;77.81;97.67;2757.13;21.00;0.00
04.22.2020 13:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;324.52;4938.90;16823.32;81.02;132.78;963.27;34.00;0.00
04.22.2020 13:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;235.99;4186.82;28915.92;77.21;357.03;7137.03;23.00;0.00
04.22.2020 13:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;248.34;5371.15;32461.22;73.48;399.17;1261.04;16.00;0.00
04.22.2020 13:30:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;207.32;3507.42;16210.66;96.73;684.26;956.55;28.00;0.00
04.22.2020 13:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00003 (id: 3);3;257.74;3018.40;32190.10;56.74;716.47;1261.32;68.00;0.00
04.22.2020 13:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00003 (id: 93);93;276.83;1011.66;17322.01;34.09;275.47;867.87;23.00;0.00
04.22.2020 13:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00001 (id: 1);1;239.73;3980.71;21119.06;143.87;617.47;2619.54;42.00;0.00
04.22.2020 13:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00001 (id: 91);91;303.46;2710.87;14170.38;86.96;441.70;1939.95;17.00;0.00
04.22.2020 13:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QI-31759_00002 (id: 2);2;99.10;3660.06;17853.03;59.09;527.15;964.21;18.00;0.00
04.22.2020 13:45:00;L2G-Hakatakuhakataekimae (id: 454127);454127;L2G-Hakatakuhakataekimae (id: 454127);454127;QV-50380_00002 (id: 92);92;214.45;3478.88;37187.25;78.17;274.86;970.15;15.00;0.00
04.22.2020 10:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;;5040.00;7775.24;283.53;109.92;93.86;42.00;0.00
04.22.2020 10:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;92.70;4733.00;8494.72;51.33;208.99;516.14;31.00;0.00
04.22.2020 10:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;484.00;4421.95;12037.09;53.39;161.13;557.91;35.00;0.00
04.22.2020 10:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;;17599.01;;;899.53;41.00;0.00
04.22.2020 10:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;389.33;3564.73;14074.12;109.41;481.05;1029.51;21.00;0.00
04.22.2020 10:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;219.20;3613.54;9874.58;115.78;155.12;395.07;14.00;0.00
04.22.2020 10:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;1264.00;2898.00;8499.75;36.56;21.70;63.99;22.00;0.00
04.22.2020 10:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;868.00;4827.57;21429.65;79.76;171.79;922.07;29.00;0.00
04.22.2020 10:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;149.71;3702.51;9333.25;45.61;150.49;678.81;13.00;0.00
04.22.2020 10:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;;7261.24;179.20;136.00;1637.89;5.00;0.00
04.22.2020 10:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;724.63;2835.76;7895.11;64.30;154.71;590.06;45.00;0.00
04.22.2020 10:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;441.33;5878.40;10723.48;153.90;576.88;865.34;52.00;0.00
04.22.2020 10:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;315.73;509.74;10057.87;115.19;50.35;425.10;37.00;0.00
04.22.2020 10:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;239.11;3359.56;14549.73;141.90;791.95;413.61;14.00;0.00
04.22.2020 10:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;189.32;2218.11;10680.59;87.97;115.76;888.98;26.00;0.00
04.22.2020 10:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;1266.67;3980.00;3557.93;340.00;1536.00;1109.01;9.00;0.00
04.22.2020 10:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;383.20;2566.33;10836.11;23.46;39.26;264.37;15.00;0.00
04.22.2020 10:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;450.67;;7617.95;223.38;682.78;49.55;12.00;0.00
04.22.2020 10:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;304.00;11803.69;15110.12;138.46;622.31;891.26;11.00;0.00
04.22.2020 10:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;212.31;1204.79;7607.85;208.16;44.38;57.91;21.00;0.00
04.22.2020 10:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;403.27;1880.74;14303.54;188.92;62.44;479.33;41.00;0.00
04.22.2020 10:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;1888.00;;7098.01;512.38;719.20;544.66;4.00;0.00
04.22.2020 10:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;289.04;3341.50;14793.75;31.82;151.46;1130.68;25.00;0.00
04.22.2020 10:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;288.65;10242.37;5735.97;48.28;406.87;1338.35;18.00;0.00
04.22.2020 11:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;294.00;2651.50;9069.58;210.40;331.92;1576.00;24.00;0.00
04.22.2020 11:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;1032.00;37.65;9584.52;315.49;22.78;383.46;4.00;0.00
04.22.2020 11:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;189.81;3302.80;15638.02;32.83;493.71;1076.57;23.00;0.00
04.22.2020 11:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;433.60;1377.02;24297.52;220.88;230.65;1062.82;40.00;0.00
04.22.2020 11:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;705.33;2896.59;9262.07;113.50;640.58;421.06;25.00;0.00
04.22.2020 11:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;277.89;7272.00;8624.78;299.25;119.28;115.87;24.00;0.00
04.22.2020 11:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;;6960.00;8650.71;116.58;519.25;350.76;30.00;0.00
04.22.2020 11:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;363.18;2454.73;5449.74;165.53;381.50;5520.75;35.00;0.00
04.22.2020 11:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;264.77;3251.68;5385.48;49.51;136.82;1735.36;17.00;0.00
04.22.2020 11:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;1100.21;16038.12;228.12;746.18;791.33;6.00;0.00
04.22.2020 11:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;389.33;3608.00;12577.40;271.63;98.50;109.94;16.00;0.00
04.22.2020 11:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;268.80;1618.65;14321.18;233.67;52.10;1080.18;50.00;0.00
04.22.2020 11:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;7905.33;21208.47;381.57;1126.34;363.34;8.00;0.00
04.22.2020 11:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;;4865.68;8151.06;72.46;192.00;521.90;60.00;0.00
04.22.2020 11:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;156.00;708.51;7758.74;288.62;667.53;380.04;39.00;0.00
04.22.2020 11:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;155.74;2826.52;5737.34;22.32;155.57;1174.72;58.00;0.00
04.22.2020 11:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;157.82;;14287.05;131.93;32.69;174.40;14.00;0.00
04.22.2020 11:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;853.33;5893.23;11979.02;65.24;656.81;1121.35;30.00;0.00
04.22.2020 11:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;226.59;5256.51;10094.67;85.72;189.12;558.24;85.00;0.00
04.22.2020 11:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;;685.16;11974.87;207.80;59.06;178.42;8.00;0.00
04.22.2020 11:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;736.00;8766.00;8420.22;22.75;754.83;728.19;4.00;0.00
04.22.2020 11:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;1200.00;4021.11;17007.30;89.99;84.73;1070.30;31.00;0.00
04.22.2020 11:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;273.78;1035.19;10854.60;20.31;172.33;3860.94;12.00;0.00
04.22.2020 11:45:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;659.00;3109.62;7027.71;116.40;237.39;3006.21;5.00;0.00
04.22.2020 12:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;170.67;9250.40;14899.04;196.92;396.61;771.30;22.00;0.00
04.22.2020 12:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;4460.00;23739.66;;338.86;886.60;8.00;0.00
04.22.2020 12:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;334.52;3551.24;7928.87;97.55;669.65;8554.00;11.00;0.00
04.22.2020 12:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;389.33;4414.59;9647.91;85.55;188.28;1012.74;33.00;0.00
04.22.2020 12:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;1240.00;5396.40;8304.87;232.67;531.90;3701.85;4.00;0.00
04.22.2020 12:00:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;;;2805.51;;83.14;45.99;10.00;0.00
04.22.2020 12:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;236.32;3788.55;11054.47;32.32;476.43;987.07;25.00;0.00
04.22.2020 12:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;;12723.20;14988.65;;258.12;944.74;11.00;0.00
04.22.2020 12:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00001 (id: 91);91;1200.00;1758.57;4297.24;164.00;77.51;222.73;88.00;0.00
04.22.2020 12:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;;24665.95;;308.00;930.82;9.00;0.00
04.22.2020 12:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;1888.00;4979.73;23660.52;127.31;24.57;55.80;11.00;0.00
04.22.2020 12:15:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;278.05;4210.21;8576.62;108.22;75.85;1027.64;41.00;0.00
04.22.2020 12:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00002 (id: 2);2;;;3252.57;;;315.25;4.00;0.00
04.22.2020 12:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00001 (id: 1);1;;7557.85;15256.00;;116.04;30.47;22.00;0.00
04.22.2020 12:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00003 (id: 93);93;123.39;3099.04;10738.80;103.08;188.76;642.37;48.00;0.00
04.22.2020 12:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QV-47087_00002 (id: 92);92;;2592.00;18349.79;;660.40;806.52;36.00;0.00
04.22.2020 12:30:00;L2G-Higashikushira (id: 449615);449615;L2G-Higashikushira (id: 449615);449615;QI-17247_00003 (id: 3);3;324.99;3163.18;11371.64;76.77;39.89;236.22;58.00;0.00
