PERIOD_START_TIME;MRBTS name;MRBTS ID;LNBTS type;LNBTS name;LNBTS ID;LNCEL name;LNCEL ID;Throughput: CellThroughput_DL_QCI_1;Throughput: CellThroughput_UL_QCI_1;Throughput: UserThroughput_DL_QCI_1;Throughput: UserThroughput_DL_QCI_5;Throughput: UserThroughput_DL_QCI_9;Throughput: UserThroughput_UL_QCI_1;Throughput: UserThroughput_UL_QCI_5;Throughput: UserThroughput_UL_QCI_9;PDCD_SDU_QCI_1: PDCD_SDU_DL_QCI_1;PDCD_SDU_QCI_1: PDCD_SDU_UL_QCI_1;E-RAB_Success_Ratio: ERAB_Success_Ratio_QCI_1;E-RAB_Success_Ratio: ERAB_Attempt_QCI_1;E-RAB_Success_Ratio: ERAB_Success_QCI_1;E-RAB_Success_Ratio: ERAB_Success_Ratio_nonGBR;E-RAB_Drop_Ratio: ERAB_Drop_Ratio_QCI_1;E-RAB_Drop_Ratio: ERAB_ReleaseReq_QCI_1;Pre-emption_Ratio: Pre_emption_Ratio;SRVCC: SRVCC_Failure_Ratio;SRVCC: SRVCC_HO_Prep;SRVCC: SRVCC_HO_Attempt;SRVCC: SRVCC_HO_Success
04.15.2020 10:45:00;303337;303337;MacroBTS;303337;303337;HV-31268_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 11:00:00;303337;303337;MacroBTS;303337;303337;HV-31268_00001 (id: 91);91;0.00;0.00;;2393.74;589.77;;36.56;36.55;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:00:00;303337;303337;MacroBTS;303337;303337;HV-31268_00002 (id: 92);92;0.00;0.00;;;;;;2105.33;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:15:00;303337;303337;MacroBTS;303337;303337;HV-31268_00001 (id: 91);91;0.00;0.00;;1277.29;1821.84;;26.68;54.81;0;0;;0;0;97.14;;;;;0;0;0
04.15.2020 11:15:00;303337;303337;MacroBTS;303337;303337;HV-31268_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:30:00;303337;303337;MacroBTS;303337;303337;HV-31268_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 11:30:00;303337;303337;MacroBTS;303337;303337;HV-31268_00001 (id: 91);91;0.00;0.00;;661.52;3260.22;;10.10;22.66;0;0;;0;0;94.74;;;;;0;0;0
04.15.2020 11:45:00;303337;303337;MacroBTS;303337;303337;HV-31268_00001 (id: 91);91;0.00;0.00;;175.81;2851.70;;24.69;55.94;0;0;;0;0;97.56;;;;;0;0;0
04.15.2020 11:45:00;303337;303337;MacroBTS;303337;303337;HV-31268_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 08:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;1486.40;;;215.69;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;7440.00;2549.74;;190.21;125.57;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 08:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;1043.18;;;36.72;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;15110.04;;;16.85;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 08:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;330.81;;;15.35;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 09:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;2190.72;;437.33;42.05;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 09:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;2584.83;;;139.00;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 09:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 09:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;8.00;9.00;152.47;1974.82;1547.35;93.67;101.47;88.74;206;60;100.00;1;1;100.00;;;;100.00;1;1;1
04.15.2020 09:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;12.00;5.00;;7785.33;1156.84;286.48;266.82;140.34;2739;1067;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 09:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 10:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;13.00;6.00;245.33;4096.00;2886.91;214.36;758.32;574.95;13816;5767;;0;0;100.00;;;;;0;0;0
04.15.2020 10:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 10:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 10:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;5.00;;;15200.00;1400.00;1604.00;605.05;2;15;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 10:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;4488.00;18879.67;;176.46;976.13;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 10:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;806.34;;;25.88;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 11:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 11:00:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;2206.44;;;84.52;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 11:15:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;2257.21;;;95.11;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 11:30:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;9668.00;;;206.55;37.90;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00001 (id: 91);91;0.00;0.00;;;1491.65;;97.07;327.88;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:45:00;303509;303509;MacroBTS;303509;303509;HV-31227_00002 (id: 92);92;0.00;0.00;;;;;;;0;0;;0;0;;;;;;0;0;0
04.15.2020 08:00:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;;;952.00;492.80;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:15:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;4656.53;;;786.67;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:30:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;5682.67;;1928.00;184.77;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:45:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;320.00;;1195.20;426.86;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:00:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;954.67;;1920.00;813.50;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:15:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;688.00;;;904.77;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:30:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;34888.00;;;1920.00;;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:45:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;;;;;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:00:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;29200.00;24777.94;;1113.26;770.10;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:15:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;9813.33;;;;952.00;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:30:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;833.57;;1114.00;166.60;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:45:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;285.33;;;424.47;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:00:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;;;944.00;201.60;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:15:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;864.00;;;806.67;112.00;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:30:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;3796.44;;;1920.00;54.40;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:45:00;303847;303847;MacroBTS;303847;303847;HV-36284_00001 (id: 91);91;0.00;0.00;;;3480.00;;;376.00;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;11.00;8.00;40.00;1648.00;11178.63;123.48;61.28;503.31;3991;2591;100.00;3;3;100.00;;;;;0;0;0
04.15.2020 08:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;11.00;11.00;;4003.43;25843.97;107.78;648.25;1320.99;8466;7907;100.00;3;3;100.00;;;;;0;0;0
04.15.2020 08:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;8.00;10.00;100.84;1698.39;16186.63;210.51;112.58;1050.31;21445;26766;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 08:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;12.00;12.00;40.00;4411.73;10723.39;168.42;1350.05;1245.81;4697;4326;;0;0;100.00;;;;;0;0;0
04.15.2020 08:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;9.00;9.00;337.33;4768.09;14318.03;189.78;1087.38;4745.78;9602;8043;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 08:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;0.00;0.00;;1986.25;11819.79;;72.39;252.20;0;0;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 08:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;10.00;11.00;777.78;5445.63;25835.92;67.90;1020.98;1327.00;7361;7275;100.00;6;6;99.80;;;;;0;0;0
04.15.2020 08:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;7541.82;4700.32;;1490.98;1155.07;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 08:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;8.00;11.00;830.00;6221.94;10632.69;133.09;924.19;199.86;14526;22016;100.00;2;2;100.00;;;;;0;0;0
04.15.2020 08:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;9.00;10.00;272.91;5174.00;7461.53;130.45;1151.30;1414.46;1767;2062;;0;0;100.00;;;;;0;0;0
04.15.2020 08:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;9.00;10.00;358.80;3367.19;11858.28;80.23;929.60;423.52;9319;9827;;0;0;99.79;;;;100.00;1;1;1
04.15.2020 08:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;11.00;12.00;535.38;3917.80;20886.56;45.55;585.15;1113.46;12775;13169;100.00;8;8;100.00;;;;;0;0;0
04.15.2020 09:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;4794.24;13805.99;;1411.32;2218.54;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;9.00;9.00;273.88;2702.19;8819.47;158.11;138.75;277.06;9103;9531;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 09:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;14.00;13.00;676.31;1382.62;16337.84;81.93;90.79;1058.63;26472;22960;100.00;9;9;99.70;;;;100.00;1;1;1
04.15.2020 09:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;7.00;8.00;190.91;2079.54;10096.56;237.51;97.92;434.93;2271;2904;;0;0;99.59;;;;;0;0;0
04.15.2020 09:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;14.00;16.00;672.00;1729.37;15818.64;129.95;61.89;878.76;15388;15484;100.00;8;8;99.82;;;;;0;0;0
04.15.2020 09:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;4459.33;24076.12;;1424.00;1059.85;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;12.00;11.00;267.86;2745.25;10516.01;82.90;91.24;809.33;21356;18219;100.00;3;3;99.06;;;;;0;0;0
04.15.2020 09:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;10.00;11.00;185.91;6793.90;9613.43;63.15;680.26;477.47;3375;4077;100.00;2;2;100.00;;;;;0;0;0
04.15.2020 09:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;5072.00;22910.91;;1032.00;749.22;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 09:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;9.00;10.00;433.45;2692.98;22140.90;64.93;306.30;945.18;10726;11808;100.00;8;8;100.00;;;;100.00;22;1;1
04.15.2020 09:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;9.00;11.00;370.29;1894.47;11869.89;42.33;123.97;529.49;5850;7970;100.00;4;4;100.00;;;;;0;0;0
04.15.2020 09:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;4952.00;24234.85;;1576.28;798.61;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;10.00;10.00;270.89;3405.71;11643.08;105.32;957.44;445.60;9930;8824;100.00;5;5;100.00;;;;;0;0;0
04.15.2020 10:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;11.00;7.00;360.00;;23412.13;56.70;1045.33;1086.66;2044;1195;;0;0;100.00;;;;;0;0;0
04.15.2020 10:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;10.00;8.00;365.33;3311.23;23334.79;169.45;763.22;2828.53;10986;8561;100.00;4;4;99.84;;;;;0;0;0
04.15.2020 10:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;15.00;11.00;268.69;3192.11;21296.96;150.96;132.00;1130.46;7415;4866;100.00;4;4;99.45;;;;;0;0;0
04.15.2020 10:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;13.00;9.00;231.78;3538.83;9052.59;131.67;610.46;442.67;28247;16649;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 10:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;17496.00;19820.45;;1521.60;955.89;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;12.00;11.00;231.28;3079.35;13493.41;169.90;47.80;384.03;17933;14857;100.00;2;2;100.00;;;;;0;0;0
04.15.2020 10:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;9.00;13.00;;3481.60;20637.94;108.10;1057.17;1145.21;453;532;;0;0;100.00;;;;;0;0;0
04.15.2020 10:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;12.00;14.00;540.57;4442.98;18711.54;110.69;123.15;546.63;6080;7026;100.00;6;6;100.00;;;;100.00;2;2;2
04.15.2020 10:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;1915.43;19787.90;;892.95;787.56;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 10:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;13.00;8.00;8.00;3437.21;9838.32;223.18;246.83;195.96;1188;699;;0;0;100.00;;;;;0;0;0
04.15.2020 10:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;10.00;8.00;296.00;1741.31;12485.81;159.87;92.07;297.17;913;814;100.00;3;3;100.00;;;;;0;0;0
04.15.2020 11:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;12.00;7.00;;5370.17;15614.92;182.20;368.46;944.99;1649;925;100.00;2;2;100.00;;;;;0;0;0
04.15.2020 11:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;6802.67;6754.47;;836.13;923.59;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:00:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;12.00;9.00;378.67;2840.09;12894.99;130.23;50.61;1104.58;11979;8449;100.00;3;3;99.83;;;;;0;0;0
04.15.2020 11:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;7.00;10.00;288.00;2682.78;8636.94;116.67;1437.33;4377.31;134;140;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 11:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;9.00;9.00;420.00;3759.71;4081.66;94.81;428.36;3361.62;5141;3614;100.00;2;2;100.00;;;;100.00;1;1;1
04.15.2020 11:15:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;7.00;8.00;730.67;5393.00;12173.15;260.89;908.75;590.96;2568;3062;100.00;3;3;100.00;;;;;0;0;0
04.15.2020 11:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;10.00;8.00;399.76;4746.56;10371.63;111.37;668.47;733.30;1164;921;;0;0;100.00;;;;;0;0;0
04.15.2020 11:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;11.00;11.00;387.25;1540.72;10288.41;100.74;137.40;3095.13;16950;15871;100.00;9;9;99.81;;;;100.00;1;1;1
04.15.2020 11:30:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;0.00;0.00;;5864.53;11612.02;;1517.41;997.78;0;0;;0;0;100.00;;;;;0;0;0
04.15.2020 11:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00002 (id: 92);92;12.00;7.00;509.71;5718.29;15729.96;245.71;1249.78;4041.43;336;242;;0;0;100.00;;;;;0;0;0
04.15.2020 11:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00001 (id: 91);91;9.00;8.00;495.51;6496.16;11048.04;130.53;811.22;296.15;5437;4661;100.00;1;1;100.00;;;;;0;0;0
04.15.2020 11:45:00;320192;320192;MacroBTS;320192;320192;HV-34649_00003 (id: 93);93;11.00;9.00;356.00;7730.57;18475.24;175.86;660.57;1884.06;10055;7422;100.00;5;5;100.00;;;;;0;0;0
04.15.2020 08:00:00;L2G-SENDAIHIGASIJUUBANTYOUAW (id: 311706);311706;MacroBTS;L2G-SENDAIHIGASIJUUBANTYOUAW (id: 311706);311706;HI-45336_00001 (id: 1);1;13.00;11.00;645.93;9049.60;42602.63;167.03;357.19;1227.90;22200;17849;100.00;6;6;100.00;;;;;0;0;0
